기준연월,사용본거지시읍면동_행정동기준,차명,연료,최초등록일,현소유자의출생년도
2015-12,서울특별시 관악구 청룡동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2012-09-19,1983
2015-12,서울특별시 관악구 청룡동,토요타 PRIUS,하이브리드(휘발유+전기),2014-04-11,1985
2015-12,서울특별시 관악구 청룡동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-11-03,1982
2015-12,서울특별시 관악구 청림동,토요타 PRIUS,하이브리드(휘발유+전기),2015-11-11,1975
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2014-07-10,
2015-12,서울특별시 영등포구 여의동,토요타 PRIUS,하이브리드(휘발유+전기),2010-12-15,1977
2015-12,서울특별시 영등포구 여의동,K7 하이브리드,하이브리드(휘발유+전기),2015-05-26,
2015-12,서울특별시 영등포구 여의동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-26,
2015-12,서울특별시 영등포구 여의동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-26,
2015-12,서울특별시 영등포구 여의동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-05-08,
2015-12,서울특별시 영등포구 여의동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-26,
2015-12,서울특별시 영등포구 여의동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-01,
2015-12,서울특별시 영등포구 여의동,K7 하이브리드,하이브리드(휘발유+전기),2014-07-02,
2015-12,서울특별시 영등포구 여의동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-07-24,
2015-12,서울특별시 영등포구 여의동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-08-29,
2015-12,서울특별시 영등포구 여의동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-08-22,
2015-12,서울특별시 영등포구 여의동,토요타 Camry Hybrid LE,하이브리드(휘발유+전기),2015-12-10,1954
2015-12,서울특별시 영등포구 여의동,K7 하이브리드,하이브리드(휘발유+전기),2015-10-14,
2015-12,서울특별시 영등포구 여의동,K5 하이브리드,하이브리드(휘발유+전기),2014-08-20,1976
2015-12,서울특별시 영등포구 여의동,렉서스 LS600hL,하이브리드(휘발유+전기),2008-06-30,1953
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2015-02-27,1980
2015-12,서울특별시 강남구 일원1동,K5 하이브리드,하이브리드(휘발유+전기),2011-11-10,1981
2015-12,서울특별시 강남구 일원2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2013-03-06,1979
2015-12,서울특별시 강남구 일원2동,렉서스 CT200h,하이브리드(휘발유+전기),2015-07-30,1971
2015-12,서울특별시 강남구 일원2동,토요타 PRIUS,하이브리드(휘발유+전기),2015-12-23,1971
2015-12,서울특별시 강남구 일원본동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-17,1963
2015-12,서울특별시 강남구 일원본동,토요타 PRIUS,하이브리드(휘발유+전기),2011-05-25,1952
2015-12,서울특별시 강남구 일원본동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-12-15,1955
2015-12,서울특별시 강남구 일원본동,쏘나타 HYBRID,하이브리드(휘발유+전기),2014-01-15,1960
2015-12,서울특별시 강남구 일원본동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-21,1970
2015-12,서울특별시 강남구 일원본동,K5 하이브리드,하이브리드(휘발유+전기),2012-10-19,1979
2015-12,서울특별시 강남구 일원본동,렉서스 CT200h,하이브리드(휘발유+전기),2011-11-29,1973
2015-12,서울특별시 강남구 일원본동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-01-17,1967
2015-12,서울특별시 강남구 청담동,렉서스 NX300h,하이브리드(휘발유+전기),2015-06-09,1976
2015-12,서울특별시 강남구 청담동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-01-10,1969
2015-12,서울특별시 강남구 청담동,LEXUS RX450h,하이브리드(휘발유+전기),2013-06-19,
2015-12,서울특별시 강남구 청담동,BMW i3,전기,2014-12-29,1981
2015-12,서울특별시 강남구 청담동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-24,1944
2015-12,서울특별시 강남구 청담동,K5 하이브리드,하이브리드(휘발유+전기),2013-11-25,1972
2015-12,서울특별시 동작구 신대방1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-06-08,1962
2015-12,서울특별시 동작구 신대방1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-09-25,1984
2015-12,서울특별시 동작구 신대방2동,포르테 하이브리드,하이브리드(LPG+전기),2009-11-02,1976
2015-12,서울특별시 동작구 신대방2동,쏘울 EV,전기,2015-09-17,
2015-12,서울특별시 동작구 신대방2동,포르테하이브리드,하이브리드(LPG+전기),2011-01-20,1966
2015-12,서울특별시 동작구 신대방2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-11-25,1955
2015-12,서울특별시 동작구 흑석동,토요타 PRIUS,하이브리드(휘발유+전기),2010-12-31,1973
2015-12,서울특별시 동작구 흑석동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-01-02,1969
2015-12,서울특별시 동작구 흑석동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-09-04,1980
2015-12,서울특별시 동작구 흑석동,토요타 PRIUS,하이브리드(휘발유+전기),2014-04-29,1978
2015-12,서울특별시 동작구 흑석동,렉서스 ES300h,하이브리드(휘발유+전기),2015-04-03,1957
2015-12,서울특별시 마포구 공덕동,렉서스 LS600hL,하이브리드(휘발유+전기),2015-06-18,
2015-12,서울특별시 마포구 공덕동,토요타 PRIUS,하이브리드(휘발유+전기),2011-05-11,1968
2015-12,서울특별시 마포구 공덕동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-09,
2015-12,서울특별시 마포구 공덕동,렉서스 ES300h,하이브리드(휘발유+전기),2013-08-26,1982
2015-12,서울특별시 마포구 공덕동,렉서스 ES300h,하이브리드(휘발유+전기),2012-12-31,1972
2015-12,서울특별시 마포구 공덕동,쏘울 EV,전기,2015-03-03,1982
2015-12,서울특별시 마포구 공덕동,렉서스 ES300h,하이브리드(휘발유+전기),2013-11-29,1977
2015-12,서울특별시 송파구 방이1동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-07-22,1971
2015-12,서울특별시 송파구 방이2동,K5 하이브리드,하이브리드(휘발유+전기),2011-12-07,
2015-12,서울특별시 송파구 방이2동,토요타 PRIUS,하이브리드(휘발유+전기),2012-04-30,1964
2015-12,서울특별시 송파구 방이2동,토요타 PRIUS,하이브리드(휘발유+전기),2009-11-30,1980
2015-12,서울특별시 송파구 방이2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-02,1944
2015-12,서울특별시 송파구 삼전동,렉서스 ES300h,하이브리드(휘발유+전기),2015-07-15,1975
2015-12,서울특별시 송파구 삼전동,토요타 PRIUS,하이브리드(휘발유+전기),2012-07-31,1979
2015-12,서울특별시 송파구 삼전동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-02-29,1983
2015-12,서울특별시 송파구 삼전동,K5 하이브리드,하이브리드(휘발유+전기),2011-06-28,1981
2015-12,서울특별시 송파구 삼전동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-05-16,1958
2015-12,서울특별시 송파구 삼전동,렉서스 RX450h,하이브리드(휘발유+전기),2009-04-28,1960
2015-12,서울특별시 송파구 석촌동,K5 하이브리드,하이브리드(휘발유+전기),2012-08-31,1985
2015-12,서울특별시 송파구 석촌동,K5 하이브리드,하이브리드(휘발유+전기),2015-01-02,1962
2015-12,서울특별시 송파구 석촌동,K5 하이브리드,하이브리드(휘발유+전기),2013-01-04,1955
2015-12,서울특별시 송파구 석촌동,렉서스 ES300h,하이브리드(휘발유+전기),2014-01-29,1945
2015-12,서울특별시 송파구 석촌동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-04-10,1983
2015-12,서울특별시 송파구 석촌동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-07-02,1970
2015-12,서울특별시 송파구 석촌동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-11,1988
2015-12,서울특별시 동작구 대방동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-02-07,1977
2015-12,서울특별시 동작구 대방동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-02,
2015-12,서울특별시 동작구 대방동,알페온 2.4 하이브리드,하이브리드(휘발유+전기),2012-12-14,1949
2015-12,서울특별시 동작구 대방동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-04-08,1969
2015-12,서울특별시 동작구 사당1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-12-04,1967
2015-12,서울특별시 동작구 사당1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-06-20,1967
2015-12,서울특별시 동작구 사당1동,프라이드 하이브리드,하이브리드(휘발유+전기),2008-05-01,
2015-12,서울특별시 동작구 사당1동,토요타 PRIUS,하이브리드(휘발유+전기),2015-03-25,1986
2015-12,서울특별시 동작구 사당2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-07-04,1957
2015-12,서울특별시 동작구 사당2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-11-23,1954
2015-12,서울특별시 동작구 사당2동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2010-12-27,1964
2015-12,서울특별시 동작구 사당2동,K7 하이브리드,하이브리드(휘발유+전기),2014-09-12,1977
2015-12,서울특별시 동작구 사당2동,K5 하이브리드,하이브리드(휘발유+전기),2012-11-23,1986
2015-12,서울특별시 동작구 사당2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-06-21,1961
2015-12,서울특별시 동작구 사당3동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-06-03,1953
2015-12,서울특별시 동작구 사당3동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-11-05,1983
2015-12,서울특별시 동작구 사당3동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2009-11-02,1946
2015-12,서울특별시 성동구 행당2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-05-03,1981
2015-12,서울특별시 성북구 길음1동,CIVIC HYBRID,하이브리드(휘발유+전기),2014-01-29,1985
2015-12,서울특별시 성북구 길음1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-08-26,1961
2015-12,서울특별시 성북구 길음1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-19,1975
2015-12,서울특별시 성북구 길음1동,K5 하이브리드,하이브리드(휘발유+전기),2013-10-18,1969
2015-12,서울특별시 성북구 길음1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2010-05-25,1979
2015-12,서울특별시 성북구 길음1동,K5 하이브리드,하이브리드(휘발유+전기),2014-01-28,1985
2015-12,서울특별시 성북구 길음1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-02,1974
2015-12,서울특별시 성북구 길음2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-01-20,1948
2015-12,서울특별시 성북구 길음2동,K7 하이브리드,하이브리드(휘발유+전기),2014-02-21,1964
2015-12,서울특별시 성북구 돈암1동,K5 하이브리드,하이브리드(휘발유+전기),2014-05-23,1961
2015-12,서울특별시 성북구 돈암1동,K5 하이브리드,하이브리드(휘발유+전기),2012-07-13,1983
2015-12,서울특별시 성북구 돈암1동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-08-28,1979
2015-12,서울특별시 성북구 돈암2동,렉서스 GS450h,하이브리드(휘발유+전기),2008-10-21,1932
2015-12,서울특별시 성북구 돈암2동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-05-27,1961
2015-12,서울특별시 성북구 돈암2동,토요타 PRIUS,하이브리드(휘발유+전기),2014-08-29,1961
2015-12,서울특별시 성북구 돈암2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-04-24,1954
2015-12,서울특별시 강서구 발산1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-03-24,1947
2015-12,서울특별시 강서구 발산1동,K5 하이브리드,하이브리드(휘발유+전기),2011-09-30,1977
2015-12,서울특별시 강서구 발산1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-29,1984
2015-12,서울특별시 강서구 발산1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-03-12,1976
2015-12,서울특별시 강서구 방화1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-01,1954
2015-12,서울특별시 강서구 방화1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-10-05,1949
2015-12,서울특별시 강서구 방화1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-19,1981
2015-12,서울특별시 강서구 방화1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-05-01,1963
2015-12,서울특별시 강서구 방화1동,K5 하이브리드,하이브리드(휘발유+전기),2011-06-23,1987
2015-12,서울특별시 강서구 방화1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-04-30,
2015-12,서울특별시 강서구 방화1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-10-04,1962
2015-12,서울특별시 강서구 방화1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-25,1974
2015-12,서울특별시 강서구 방화2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-10-30,1983
2015-12,서울특별시 강서구 방화2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-01-29,1970
2015-12,서울특별시 강서구 방화2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-04-21,1984
2015-12,서울특별시 강서구 방화2동,K5 하이브리드,하이브리드(휘발유+전기),2013-11-07,1953
2015-12,서울특별시 강서구 방화2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-10-01,1967
2015-12,서울특별시 관악구 청림동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-04,1985
2015-12,서울특별시 관악구 청림동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-23,1983
2015-12,서울특별시 관악구 청림동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-08-19,1974
2015-12,서울특별시 관악구 행운동,포르테 하이브리드,하이브리드(LPG+전기),2012-01-05,1988
2015-12,서울특별시 관악구 행운동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-08-21,1956
2015-12,서울특별시 관악구 행운동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-08-30,1982
2015-12,서울특별시 관악구 행운동,K5 하이브리드,하이브리드(휘발유+전기),2014-03-03,1967
2015-12,서울특별시 광진구 광장동,토요타 PRIUS,하이브리드(휘발유+전기),2012-07-20,1985
2015-12,서울특별시 광진구 광장동,렉서스 ES300h,하이브리드(휘발유+전기),2015-10-29,1971
2015-12,서울특별시 광진구 광장동,렉서스 RX450h,하이브리드(휘발유+전기),2011-11-29,1965
2015-12,서울특별시 광진구 광장동,렉서스 ES300h,하이브리드(휘발유+전기),2014-11-26,1965
2015-12,서울특별시 광진구 광장동,토요타 PRIUS,하이브리드(휘발유+전기),2010-11-30,
2015-12,서울특별시 광진구 광장동,K5 하이브리드,하이브리드(휘발유+전기),2013-01-02,1983
2015-12,서울특별시 광진구 광장동,토요타 PRIUS,하이브리드(휘발유+전기),2014-11-28,1977
2015-12,서울특별시 광진구 광장동,토요타 PRIUS,하이브리드(휘발유+전기),2013-12-27,1967
2015-12,서울특별시 광진구 광장동,토요타 PRIUS,하이브리드(휘발유+전기),2010-08-25,1956
2015-12,서울특별시 광진구 광장동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-02-20,1959
2015-12,서울특별시 광진구 구의1동,K5 하이브리드,하이브리드(휘발유+전기),2013-07-23,1980
2015-12,서울특별시 영등포구 여의동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-09-05,
2015-12,서울특별시 영등포구 여의동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-09-12,
2015-12,서울특별시 영등포구 여의동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-06-19,
2015-12,서울특별시 영등포구 여의동,K5 하이브리드,하이브리드(휘발유+전기),2012-11-13,1979
2015-12,서울특별시 영등포구 여의동,렉서스 RX450h,하이브리드(휘발유+전기),2013-12-10,
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2014-04-16,
2015-12,서울특별시 영등포구 여의동,렉서스 NX300h,하이브리드(휘발유+전기),2014-11-25,
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2014-09-29,
2015-12,서울특별시 영등포구 여의동,K5 하이브리드,하이브리드(휘발유+전기),2011-05-31,
2015-12,서울특별시 영등포구 여의동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-09-02,
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2013-07-05,
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2013-10-14,
2015-12,서울특별시 영등포구 여의동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-01,
2015-12,서울특별시 영등포구 여의동,BMW i3,전기,2015-08-12,1990
2015-12,서울특별시 영등포구 여의동,BMW i3,전기,2014-12-30,
2015-12,서울특별시 영등포구 여의동,렉서스 ES300h,하이브리드(휘발유+전기),2014-07-29,
2015-12,서울특별시 영등포구 여의동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-03-28,
2015-12,서울특별시 영등포구 여의동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-01,
2015-12,서울특별시 영등포구 영등포동,토요타 PRIUS,하이브리드(휘발유+전기),2012-05-30,1981
2015-12,서울특별시 강남구 청담동,쏘울 EV,전기,2015-09-22,
2015-12,서울특별시 강남구 청담동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-02-27,1970
2015-12,서울특별시 강남구 청담동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-05,1986
2015-12,서울특별시 강남구 청담동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-07-25,1959
2015-12,서울특별시 강동구 강일동,K7 하이브리드,하이브리드(휘발유+전기),2015-12-23,1968
2015-12,서울특별시 강동구 강일동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2013-03-20,1979
2015-12,서울특별시 강동구 강일동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2014-12-30,1969
2015-12,서울특별시 강동구 강일동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-01,1942
2015-12,서울특별시 강동구 강일동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-04-30,
2015-12,서울특별시 강동구 강일동,K5 하이브리드,하이브리드(휘발유+전기),2012-06-13,1974
2015-12,서울특별시 강동구 강일동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-06-24,1974
2015-12,서울특별시 강동구 고덕1동,토요타 PRIUS,하이브리드(휘발유+전기),2012-04-05,1982
2015-12,서울특별시 강동구 고덕1동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-12-02,1960
2015-12,서울특별시 강동구 고덕1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-22,1960
2015-12,서울특별시 강동구 고덕2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-07-31,1943
2015-12,서울특별시 강동구 길동,토요타 PRIUS,하이브리드(휘발유+전기),2014-03-28,1955
2015-12,서울특별시 강동구 길동,K7 하이브리드,하이브리드(휘발유+전기),2014-09-22,1975
2015-12,서울특별시 강동구 길동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-08-24,1986
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2013-12-09,1986
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2012-04-26,1987
2015-12,서울특별시 마포구 대흥동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-05-12,1984
2015-12,서울특별시 마포구 대흥동,렉서스 ES300h,하이브리드(휘발유+전기),2015-04-29,
2015-12,서울특별시 마포구 도화동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-30,1981
2015-12,서울특별시 마포구 도화동,토요타 PRIUS,하이브리드(휘발유+전기),2010-06-18,1980
2015-12,서울특별시 마포구 도화동,K7 하이브리드,하이브리드(휘발유+전기),2014-05-07,1978
2015-12,서울특별시 마포구 도화동,토요타 PRIUS,하이브리드(휘발유+전기),2014-07-28,1982
2015-12,서울특별시 마포구 도화동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-02-28,1961
2015-12,서울특별시 마포구 망원1동,토요타 PRIUS,하이브리드(휘발유+전기),2015-10-29,1966
2015-12,서울특별시 마포구 망원1동,렉서스 ES300h,하이브리드(휘발유+전기),2012-12-28,1978
2015-12,서울특별시 마포구 망원1동,렉서스 CT200h,하이브리드(휘발유+전기),2011-03-18,1970
2015-12,서울특별시 마포구 망원2동,K5 하이브리드,하이브리드(휘발유+전기),2011-09-07,1980
2015-12,서울특별시 마포구 망원2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-06-25,1963
2015-12,서울특별시 마포구 망원2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-03-24,1977
2015-12,서울특별시 마포구 망원2동,K7 하이브리드,하이브리드(휘발유+전기),2015-09-10,1972
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-17,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-17,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-20,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-20,
2015-12,서울특별시 송파구 송파1동,렉서스 CT200h,하이브리드(휘발유+전기),2011-12-21,1959
2015-12,서울특별시 송파구 송파1동,렉서스 NX300h,하이브리드(휘발유+전기),2015-03-18,1972
2015-12,서울특별시 송파구 송파1동,K5 하이브리드,하이브리드(휘발유+전기),2013-03-21,1983
2015-12,서울특별시 송파구 송파1동,CIVIC HYBRID,하이브리드(휘발유+전기),2007-02-26,
2015-12,서울특별시 송파구 송파1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-25,1984
2015-12,서울특별시 송파구 송파2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2013-02-20,1972
2015-12,서울특별시 송파구 송파2동,K7 하이브리드,하이브리드(휘발유+전기),2015-12-16,1959
2015-12,서울특별시 송파구 송파2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-08,1941
2015-12,서울특별시 송파구 송파2동,렉서스 NX300h,하이브리드(휘발유+전기),2015-07-31,1960
2015-12,서울특별시 송파구 송파2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-06-16,1971
2015-12,서울특별시 송파구 송파2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-12-02,1976
2015-12,서울특별시 송파구 오금동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-10,1975
2015-12,서울특별시 송파구 오금동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-11-12,1966
2015-12,서울특별시 송파구 오금동,렉서스 ES300h,하이브리드(휘발유+전기),2014-04-29,
2015-12,서울특별시 송파구 오금동,쏘울 EV,전기,2015-02-09,1976
2015-12,서울특별시 송파구 오금동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-05-08,1962
2015-12,서울특별시 송파구 오금동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-03-04,1982
2015-12,서울특별시 송파구 오금동,K5 하이브리드,하이브리드(휘발유+전기),2012-05-11,1981
2015-12,서울특별시 동작구 사당3동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-08-09,1951
2015-12,서울특별시 동작구 사당3동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-15,1976
2015-12,서울특별시 동작구 사당4동,토요타 PRIUS,하이브리드(휘발유+전기),2011-11-28,1984
2015-12,서울특별시 동작구 사당4동,K5 하이브리드,하이브리드(휘발유+전기),2013-08-16,1948
2015-12,서울특별시 동작구 사당4동,INSIGHT,하이브리드(휘발유+전기),2011-06-02,1980
2015-12,서울특별시 동작구 사당5동,토요타 PRIUS,하이브리드(휘발유+전기),2010-06-21,1970
2015-12,서울특별시 동작구 사당5동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2012-12-26,1967
2015-12,서울특별시 동작구 상도1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-05-18,1976
2015-12,서울특별시 동작구 상도1동,포르테 하이브리드,하이브리드(LPG+전기),2011-10-28,1986
2015-12,서울특별시 동작구 상도1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-12-16,1976
2015-12,서울특별시 동작구 상도1동,토요타 PRIUS,하이브리드(휘발유+전기),2013-05-23,
2015-12,서울특별시 동작구 상도1동,K5 하이브리드,하이브리드(휘발유+전기),2012-08-01,1986
2015-12,서울특별시 동작구 상도1동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-03-14,1984
2015-12,서울특별시 동작구 상도1동,렉서스 CT200h,하이브리드(휘발유+전기),2011-06-30,1952
2015-12,서울특별시 동작구 상도1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-10-07,1947
2015-12,서울특별시 동작구 상도1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-26,1952
2015-12,서울특별시 동작구 상도1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-08,1953
2015-12,서울특별시 동작구 상도2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-01-06,1969
2015-12,서울특별시 성북구 돈암2동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-10-26,1956
2015-12,서울특별시 성북구 돈암2동,K5 하이브리드,하이브리드(휘발유+전기),2013-09-11,1976
2015-12,서울특별시 성북구 동선동,PRIUS,하이브리드(휘발유+전기),2012-06-12,
2015-12,서울특별시 성북구 보문동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-12-20,1967
2015-12,서울특별시 성북구 보문동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-07-23,1980
2015-12,서울특별시 성북구 삼선동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-28,1978
2015-12,서울특별시 성북구 삼선동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-07-11,1973
2015-12,서울특별시 성북구 삼선동,렉서스 ES300h,하이브리드(휘발유+전기),2012-12-18,1969
