"","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"89140","City Hotel",0,4,2016,"May",22,23,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-05-24"
"89166","City Hotel",1,1,2017,"June",23,8,0,1,1,0,0,"BB","PRT","Aviation","Corporate",1,1,1,"A","A",0,"No Deposit","NULL","153",0,"Transient",144,0,0,"Canceled","2017-06-07"
"89167","City Hotel",1,4,2017,"June",24,11,2,2,1,0,0,"BB","PRT","Aviation","Corporate",1,2,1,"D","D",0,"No Deposit","NULL","153",0,"Transient",110,0,0,"Canceled","2017-06-08"
"89168","City Hotel",1,8,2017,"June",24,17,2,2,1,0,0,"BB","PRT","Aviation","Corporate",1,2,1,"D","D",0,"No Deposit","NULL","153",0,"Transient",110,0,0,"Canceled","2017-06-17"
"89264","City Hotel",0,0,2016,"May",21,19,0,0,1,0,0,"BB","MAR","Direct","Direct",1,0,0,"A","K",0,"No Deposit","NULL","NULL",0,"Transient-Party",0,0,0,"Check-Out","2016-05-19"
"89270","City Hotel",0,0,2016,"May",21,20,0,0,1,0,0,"BB","USA","Corporate","Corporate",1,0,0,"A","D",0,"No Deposit","150","NULL",0,"Transient-Party",0,0,0,"Check-Out","2016-05-20"
"89289","City Hotel",0,6,2017,"June",23,7,0,1,1,0,0,"BB","ESP","Direct","Direct",1,0,1,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",160,0,0,"Check-Out","2017-06-08"
"89327","City Hotel",0,1,2017,"January",3,17,0,1,1,0,0,"BB","AUT","Aviation","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","153",0,"Transient",79,0,0,"Check-Out","2017-01-18"
"89328","City Hotel",0,1,2017,"May",22,30,0,1,1,0,0,"BB","AUT","Aviation","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2017-05-31"
"89353","City Hotel",0,1,2016,"September",38,14,0,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","A",0,"No Deposit","94","NULL",0,"Transient",0,0,1,"Check-Out","2016-09-14"
"89354","City Hotel",0,4,2016,"September",40,27,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,2,"A","A",0,"No Deposit","94","NULL",0,"Transient",75,0,2,"Check-Out","2016-09-28"
"89355","City Hotel",0,0,2016,"October",44,29,0,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,3,"A","D",0,"No Deposit","94","NULL",0,"Transient",0,0,1,"Check-Out","2016-10-29"
"89356","City Hotel",0,12,2016,"November",48,26,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,4,"A","A",0,"No Deposit","94","NULL",0,"Transient",75,0,1,"Check-Out","2016-11-27"
"89357","City Hotel",0,1,2016,"November",49,29,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,5,"A","D",0,"No Deposit","94","NULL",0,"Transient",75,0,2,"Check-Out","2016-11-30"
"89358","City Hotel",1,0,2016,"December",52,20,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,6,"A","A",0,"No Deposit","94","NULL",0,"Transient",65,0,2,"No-Show","2016-12-20"
"89359","City Hotel",1,0,2016,"December",52,20,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,6,"A","A",0,"No Deposit","94","NULL",0,"Transient",65,0,2,"No-Show","2016-12-20"
"89360","City Hotel",0,0,2016,"December",52,21,0,0,0,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,6,"A","A",1,"No Deposit","94","NULL",0,"Transient",0,0,2,"Check-Out","2016-12-21"
"89361","City Hotel",0,0,2016,"December",52,21,0,0,0,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,6,"A","A",0,"No Deposit","94","NULL",0,"Transient",0,0,2,"Check-Out","2016-12-21"
"89362","City Hotel",0,0,2016,"December",52,21,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,6,"A","A",2,"No Deposit","94","NULL",0,"Group",65,0,0,"Check-Out","2016-12-22"
"89363","City Hotel",0,1,2017,"January",1,7,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,9,"A","A",0,"No Deposit","94","NULL",0,"Transient",65,0,3,"Check-Out","2017-01-08"
"89364","City Hotel",0,2,2017,"January",4,23,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,10,"A","A",1,"No Deposit","94","NULL",0,"Group",45,0,0,"Check-Out","2017-01-24"
"89365","City Hotel",0,0,2017,"February",6,5,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,11,"A","A",0,"No Deposit","94","NULL",0,"Transient",45,0,2,"Check-Out","2017-02-06"
"89366","City Hotel",0,0,2017,"February",6,7,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,12,"A","A",0,"No Deposit","94","NULL",0,"Transient",45,0,1,"Check-Out","2017-02-08"
"89367","City Hotel",0,0,2017,"February",8,20,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,13,"A","A",0,"No Deposit","94","NULL",0,"Transient",65,0,3,"Check-Out","2017-02-21"
"89368","City Hotel",0,0,2017,"February",8,24,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,14,"A","A",0,"No Deposit","94","NULL",0,"Transient",65,0,3,"Check-Out","2017-02-25"
"89369","City Hotel",0,54,2017,"March",11,15,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,15,"D","F",1,"No Deposit","94","NULL",0,"Transient-Party",65,0,3,"Check-Out","2017-03-16"
"89370","City Hotel",0,0,2017,"March",12,20,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,16,"A","F",0,"No Deposit","94","NULL",0,"Transient",65,0,3,"Check-Out","2017-03-21"
"89371","City Hotel",0,6,2017,"June",22,2,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,17,"A","A",1,"No Deposit","94","NULL",0,"Transient",75,0,3,"Check-Out","2017-06-05"
"89607","City Hotel",0,3,2017,"June",24,11,2,2,1,0,0,"BB","DEU","Aviation","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2017-06-15"
"89614","City Hotel",0,0,2016,"June",26,20,1,3,1,0,0,"BB","FRA","Aviation","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2016-06-24"
"89630","City Hotel",0,19,2016,"June",26,20,1,1,1,0,0,"BB","BEL","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","251",0,"Transient",95,0,0,"Check-Out","2016-06-22"
"89632","City Hotel",1,5,2017,"July",28,11,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,1,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Canceled","2017-07-10"
"89646","City Hotel",1,194,2017,"May",21,25,0,3,2,0,0,"BB","PRT","Direct","Direct",1,1,1,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",104,0,0,"Canceled","2016-12-27"
"89690","City Hotel",0,11,2017,"May",19,9,0,2,1,0,0,"BB","ITA","Offline TA/TO","TA/TO",1,0,1,"D","D",0,"No Deposit","290","148",0,"Group",110,0,1,"Check-Out","2017-05-11"
"89691","City Hotel",0,14,2017,"May",22,30,0,3,1,0,0,"BB","ITA","Offline TA/TO","TA/TO",1,0,2,"A","A",0,"No Deposit","290","186",0,"Transient-Party",95,0,1,"Check-Out","2017-06-02"
"89855","City Hotel",0,2,2016,"November",48,24,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",1,"No Deposit","NULL","40",0,"Transient",77,1,0,"Check-Out","2016-11-25"
"90035","City Hotel",0,22,2016,"December",51,14,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"D","D",0,"No Deposit","9","NULL",0,"Transient",114,0,1,"Check-Out","2016-12-16"
"90036","City Hotel",0,11,2017,"February",8,19,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,2,"D","D",0,"No Deposit","9","NULL",0,"Transient",110,0,2,"Check-Out","2017-02-20"
"90040","City Hotel",0,1,2016,"November",45,1,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2016-11-02"
"90041","City Hotel",1,4,2016,"November",48,22,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,0,"No-Show","2016-11-22"
"90042","City Hotel",1,2,2016,"December",52,22,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,1,2,"A","A",0,"No Deposit","NULL","40",0,"Transient",75,0,0,"Canceled","2016-12-22"
"90043","City Hotel",0,0,2017,"January",5,31,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,2,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2017-02-02"
"90044","City Hotel",0,4,2017,"February",5,4,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,2,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",75,0,1,"Check-Out","2017-02-05"
"90045","City Hotel",0,4,2017,"February",5,4,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,2,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2017-02-05"
"90046","City Hotel",0,1,2017,"July",27,5,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,5,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-07-06"
"90051","City Hotel",0,2,2016,"September",39,21,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,1,"G","G",0,"No Deposit","NULL","45",0,"Transient",0,0,0,"Check-Out","2016-09-22"
"90052","City Hotel",0,11,2017,"March",11,14,0,2,1,0,0,"BB","PRT","Complementary","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,0,"Check-Out","2017-03-16"
"90053","City Hotel",0,17,2017,"May",22,28,2,0,1,0,0,"BB","PRT","Complementary","Corporate",1,0,3,"A","A",1,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2017-05-30"
"90087","City Hotel",0,11,2017,"May",21,23,0,2,1,0,0,"BB","ESP","Corporate","Corporate",1,0,1,"A","A",1,"No Deposit","NULL","91",0,"Transient",126,0,0,"Check-Out","2017-05-25"
"90216","City Hotel",0,0,2017,"January",2,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"E","E",0,"No Deposit","NULL","411",0,"Transient",75,1,2,"Check-Out","2017-01-14"
"90217","City Hotel",0,4,2017,"April",16,21,0,2,2,2,0,"BB","PRT","Complementary","Corporate",1,0,2,"F","F",1,"No Deposit","NULL","411",0,"Transient",0,0,2,"Check-Out","2017-04-23"
"90506","City Hotel",0,0,2016,"June",24,8,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,0,"A","A",0,"No Deposit","NULL","174",0,"Transient",95,0,0,"Check-Out","2016-06-09"
"90581","City Hotel",0,6,2017,"June",23,5,1,0,1,0,0,"BB","PRT","Complementary","Direct",1,0,1,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,0,"Check-Out","2017-06-06"
"90612","City Hotel",0,32,2016,"October",42,10,1,2,1,0,0,"BB","ESP","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","174",0,"Transient",95,0,0,"Check-Out","2016-10-13"
"90613","City Hotel",0,8,2017,"March",12,22,0,1,1,0,0,"BB","ESP","Corporate","Corporate",1,0,2,"D","D",0,"No Deposit","NULL","174",0,"Transient",95,0,0,"Check-Out","2017-03-23"
"90614","City Hotel",0,40,2017,"May",20,15,1,1,1,0,0,"BB","ESP","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","174",0,"Transient",95,0,1,"Check-Out","2017-05-17"
"90720","City Hotel",0,7,2017,"May",19,9,0,3,3,0,0,"BB","BRA","Direct","Direct",1,0,1,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",215,0,3,"Check-Out","2017-05-12"
"91007","City Hotel",0,159,2016,"December",52,22,4,8,2,0,0,"BB","BEL","Online TA","TA/TO",1,0,1,"F","F",1,"No Deposit","9","NULL",0,"Transient",146.2,0,2,"Check-Out","2017-01-03"
"91265","City Hotel",0,0,2016,"June",26,19,1,0,1,0,0,"SC","PRT","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","9","NULL",0,"Transient",129,0,2,"Check-Out","2016-06-20"
"91397","City Hotel",0,0,2016,"October",42,10,1,0,1,0,0,"BB","ESP","Corporate","Corporate",1,0,1,"A","B",0,"No Deposit","NULL","62",0,"Transient",95,0,0,"Check-Out","2016-10-11"
"91398","City Hotel",0,0,2016,"November",49,28,1,1,1,0,0,"BB","ESP","Corporate","Corporate",1,0,2,"A","D",0,"No Deposit","NULL","62",0,"Transient",79,0,0,"Check-Out","2016-11-30"
"91399","City Hotel",0,0,2017,"January",2,9,1,1,1,0,0,"BB","ESP","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","62",0,"Transient",80,0,0,"Check-Out","2017-01-11"
"91400","City Hotel",0,2,2017,"February",6,6,1,0,1,0,0,"BB","ESP","Corporate","Corporate",1,0,4,"A","A",0,"No Deposit","NULL","62",0,"Transient",80,0,1,"Check-Out","2017-02-07"
"91404","City Hotel",0,14,2017,"June",23,7,0,1,1,0,0,"BB","FRA","Corporate","Corporate",1,0,1,"D","D",0,"No Deposit","NULL","227",0,"Transient",130.5,0,0,"Check-Out","2017-06-08"
"91429","City Hotel",0,0,2016,"June",26,21,0,0,0,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"D","C",1,"No Deposit","9","NULL",0,"Transient",0,0,1,"Check-Out","2016-06-21"
"91499","City Hotel",0,6,2017,"May",18,4,0,1,1,0,0,"BB","ITA","Direct","TA/TO",1,0,1,"D","D",0,"No Deposit","14","NULL",0,"Transient-Party",175,0,1,"Check-Out","2017-05-05"
"91530","City Hotel",1,0,2017,"June",24,12,1,1,1,0,0,"BB","GBR","Aviation","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Canceled","2017-06-12"
"91554","City Hotel",0,4,2016,"December",52,23,1,2,2,1,0,"BB","PRT","Complementary","Direct",1,0,1,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2016-12-26"
"91556","City Hotel",0,9,2017,"April",16,16,2,3,1,0,0,"BB","GRC","Aviation","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2017-04-21"
"91973","City Hotel",0,0,2017,"April",14,5,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",155,0,0,"Check-Out","2017-04-06"
"92060","City Hotel",0,0,2016,"October",41,3,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","E",0,"No Deposit","NULL","238",0,"Transient",65,0,0,"Check-Out","2016-10-04"
"92061","City Hotel",0,1,2016,"December",51,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","180",0,"Transient",79,0,1,"Check-Out","2016-12-14"
"92062","City Hotel",0,1,2016,"December",53,29,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",1,"No Deposit","NULL","180",0,"Transient",65,0,1,"Check-Out","2016-12-30"
"92225","City Hotel",0,0,2016,"July",27,2,0,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,0,"A","K",0,"No Deposit","28","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-02"
"92279","City Hotel",0,0,2016,"July",28,3,0,0,3,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"D","C",0,"No Deposit","9","NULL",0,"Transient",0,0,1,"Check-Out","2016-07-03"
"92414","City Hotel",0,0,2016,"July",28,6,0,0,3,0,0,"BB","PRT","Direct","Direct",1,0,0,"A","C",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-06"
"92542","City Hotel",0,7,2016,"December",51,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",1,"No Deposit","NULL","174",0,"Transient",88,0,0,"Check-Out","2016-12-14"
"92563","City Hotel",0,0,2016,"July",28,8,0,0,1,0,0,"BB","PRT","Aviation","Corporate",1,0,0,"A","K",0,"No Deposit","NULL","153",0,"Transient",0,0,0,"Check-Out","2016-07-08"
"92590","City Hotel",0,0,2016,"July",28,9,0,0,2,1,0,"BB","PRT","Online TA","TA/TO",1,0,0,"A","F",2,"No Deposit","9","NULL",0,"Transient",0,0,2,"Check-Out","2016-07-09"
"92616","City Hotel",0,1,2017,"June",25,20,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-06-21"
"92617","City Hotel",0,6,2017,"July",28,12,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2017-07-13"
"92618","City Hotel",0,14,2017,"August",35,31,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,2,"Check-Out","2017-09-01"
"92630","City Hotel",0,0,2016,"July",29,10,0,0,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"D","A",0,"No Deposit","14","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-10"
"92824","City Hotel",0,5,2017,"August",33,16,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,2,"Check-Out","2017-08-17"
"92833","City Hotel",0,3,2016,"December",51,15,0,2,1,0,0,"BB","FRA","Corporate","Corporate",1,0,1,"A","A",1,"No Deposit","NULL","227",0,"Transient",79,0,1,"Check-Out","2016-12-17"
"92834","City Hotel",0,13,2017,"March",13,30,0,2,1,0,0,"BB","FRA","Corporate","Corporate",1,0,2,"D","D",0,"No Deposit","NULL","227",0,"Transient",110,0,1,"Check-Out","2017-04-01"
"92850","City Hotel",1,0,2016,"October",43,17,1,0,1,0,0,"BB","ESP","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","62",0,"Transient",95,0,0,"Canceled","2016-10-17"
"92853","City Hotel",0,0,2016,"October",41,5,0,1,1,0,0,"BB","ESP","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","62",0,"Transient-Party",95,0,0,"Check-Out","2016-10-06"
"92943","City Hotel",0,3,2016,"September",39,19,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","G",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-09-20"
"92944","City Hotel",0,52,2016,"October",42,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-10-14"
"92945","City Hotel",0,30,2016,"November",47,13,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-11-14"
"92946","City Hotel",0,45,2016,"November",49,28,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-11-29"
"92947","City Hotel",0,65,2016,"December",52,18,1,0,2,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","A",1,"No Deposit","NULL","40",0,"Transient",87,1,0,"Check-Out","2016-12-19"
"92948","City Hotel",0,86,2017,"January",2,8,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,6,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2017-01-09"
"92949","City Hotel",0,20,2017,"January",5,29,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,7,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2017-01-30"
"92950","City Hotel",0,34,2017,"February",7,12,1,0,2,0,0,"BB","PRT","Corporate","Corporate",1,1,8,"A","A",1,"No Deposit","NULL","40",0,"Transient",77,1,0,"Check-Out","2017-02-13"
"92951","City Hotel",0,55,2017,"March",10,5,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,1,9,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,1,0,"Check-Out","2017-03-06"
"92952","City Hotel",1,54,2017,"March",13,26,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,1,10,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,0,0,"Canceled","2017-01-31"
"92956","City Hotel",0,3,2016,"September",39,19,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","E",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-09-20"
"92957","City Hotel",0,30,2016,"November",47,13,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-11-14"
"92958","City Hotel",0,45,2016,"November",49,28,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-11-29"
"92959","City Hotel",0,64,2016,"December",51,17,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-12-19"
"92960","City Hotel",0,86,2017,"January",2,8,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,6,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2017-01-09"
"92961","City Hotel",0,20,2017,"January",5,29,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,7,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2017-01-30"
"92962","City Hotel",0,34,2017,"February",7,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,1,8,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2017-02-13"
"92963","City Hotel",0,55,2017,"March",10,5,2,0,0,0,0,"SC","PRT","Corporate","Corporate",1,1,9,"A","K",2,"No Deposit","NULL","40",0,"Transient",1,1,0,"Check-Out","2017-03-07"
"92964","City Hotel",1,54,2017,"March",13,26,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,1,10,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,0,0,"Canceled","2017-01-31"
"93140","City Hotel",0,0,2016,"July",30,17,0,0,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-17"
"93258","City Hotel",0,0,2016,"July",30,19,0,0,2,0,0,"BB","GBR","Direct","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-19"
"93266","City Hotel",0,2,2017,"February",5,1,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","221",0,"Transient",80,0,1,"Check-Out","2017-02-03"
"93285","City Hotel",0,6,2017,"July",28,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2017-07-14"
"93354","City Hotel",0,11,2016,"September",39,20,0,1,1,0,0,"SC","GBR","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","7","NULL",0,"Transient",94.71,0,1,"Check-Out","2016-09-21"
"93441","City Hotel",0,2,2017,"July",30,23,1,0,2,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",1,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2017-07-24"
"93581","City Hotel",0,5,2017,"February",6,9,0,1,1,0,0,"BB","ZAF","Direct","Direct",1,0,1,"A","E",1,"No Deposit","14","NULL",0,"Transient",75,0,3,"Check-Out","2017-02-10"
"93754","City Hotel",0,0,2016,"July",31,26,0,0,0,0,0,"SC","PRT","Complementary","Direct",1,0,0,"A","B",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-26"
"93755","City Hotel",0,0,2016,"July",31,26,0,0,0,0,0,"SC","PRT","Complementary","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2016-07-26"
"93811","City Hotel",0,4,2016,"August",33,7,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-08-10"
"93812","City Hotel",0,7,2016,"November",45,2,2,5,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",1,"No Deposit","40","NULL",0,"Transient-Party",65,0,1,"Check-Out","2016-11-09"
"93816","City Hotel",0,22,2016,"October",42,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-10-14"
"93817","City Hotel",0,14,2016,"November",49,29,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-11-30"
"93818","City Hotel",0,39,2017,"February",8,25,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",1,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2017-02-26"
"93819","City Hotel",0,1,2017,"April",17,27,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2017-04-28"
"93822","City Hotel",0,13,2016,"September",37,5,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-09-08"
"93823","City Hotel",0,0,2016,"September",39,19,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","E",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-09-20"
"93824","City Hotel",0,0,2016,"October",41,3,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","E",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-10-04"
"93825","City Hotel",0,0,2016,"October",41,3,1,0,2,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","E",0,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2016-10-04"
"93826","City Hotel",0,4,2017,"May",19,8,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2017-05-10"
"93827","City Hotel",0,5,2017,"June",25,19,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,6,"A","D",0,"No Deposit","NULL","40",0,"Transient",67,0,0,"Check-Out","2017-06-20"
